synonyms,species,dataset
Hypocnemis_cantator,Hypocnemis_subflava,DX.1
Hypocnemis_cantator,Hypocnemis_striata,DX.1
Hypocnemis_cantator,Hypocnemis_peruviana,DX.1
Hypocnemis_cantator,Hypocnemis_ochrogyna,DX.1
Myrmotherula_fjeldsaai,Epinecrophylla_fjeldsaai,DX.1
Hypocnemis_cantator,Hypocnemis_flavescens,DX.1
Conopophaga_lineata,Conopophaga_cearae,DX.1
Phacellodomus_striaticollis,Phacellodomus_maculipectus,DX.1
Phacellodomus_erythrophthalmus,Phacellodomus_ferrugineigula,DX.1
Pseudocolaptes_lawrencii,Pseudocolaptes_johnsoni,DX.1
Asthenes_dorbignyi,Asthenes_arequipae,DX.1
Asthenes_dorbignyi,Asthenes_huancavelicae,DX.1
Cranioleuca_vulpina,Cranioleuca_dissita,DX.1
Furnarius_leucopus,Furnarius_cinnamomeus,DX.1
Hylexetastes_perrotii,Hylexetastes_uniformis,DX.1
Hylexetastes_perrotii,Hylexetastes_brigidai,DX.1
Malurus_grayi,Malurus_campbelli,DX.1
Glycifohia_undulata,Phylidonyris_undulatus,DX.1
Philemon_buceroides,Philemon_novaeguineae,DX.1
Sugomel_nigrum,Certhionyx_niger,DX.1
Callaeas_wilsoni,Callaeas_cinereus,DX.1
Callaeas_wilsoni,Platysteira_jamesoni,DX.1
Callaeas_wilsoni,Platysteira_blissetti,DX.1
Callaeas_wilsoni,Platysteira_chalybea,DX.1
Batis_poensis,Batis_occulta,DX.1
Telophorus_viridis,Telophorus_quadricolor,DX.1
Pericrocotus_divaricatus,Pericrocotus_tegimae,DX.1
Lalage_atrovirens,Lalage_moesta,DX.1
Lanius_excubitor,Lanius_excubitoroides,DX.1
Oriolus_steerii,Oriolus_albiloris,DX.1
Rhipidura_rufifrons,Rhipidura_kubaryi,DX.1
Monarcha_pileatus,Monarcha_castus,DX.1
Myiagra_oceanica,Myiagra_erythrops,DX.1
Myiagra_oceanica,Myiagra_pluto,DX.1
Monarcha_vidua,Monarcha_viduus,DX.1
Terpsiphone_rufiventer,Terpsiphone_smithii,DX.1
Clytorhynchus_nigrogularis,Clytorhynchus_sanctaecrucis,DX.1
Corvus_pectoralis,Corvus_torquatus,DX.1
Corvus_palmarum,Corvus_minutus,DX.1
Corvus_macrorhynchos,Corvus_levaillantii,DX.1
Parotia_lawesii,Parotia_helenae,DX.1
Ptiloris_magnificus,Ptiloris_intercedens,DX.1
Cyanistes_teneriffae,Parus_teneriffae,DX.1
Parus_palustris,Parus_hypermelaenus,DX.1
Hirundo_fuligula,Hirundo_obsoleta,DX.1
Hirundo_tahitica,Hirundo_domicola,DX.1
Alauda_arvensis,Alauda_japonica,DX.1
Calandrella_rufescens,Calandrella_cheleensis,DX.1
Calendulauda_barlowi,Certhilauda_barlowi,DX.1
Apalis_pulchra,Oreolais_pulchra,DX.1
Urorhipis_rufifrons,Spiloptila_rufifrons,DX.1
Cisticola_chubbi,Cisticola_discolor,DX.1
Eremomela_icteropygialis,Eremomela_salvadorii,DX.1
Phylloscopus_chloronotus,Phylloscopus_forresti,DX.1
Phylloscopus_reguloides,Phylloscopus_goodsoni,DX.1
Phylloscopus_reguloides,Phylloscopus_claudiae,DX.1
Nesillas_typica,Nesillas_longicaudata,DX.1
Orthotomus_cucullatus,Orthotomus_cuculatus,DX.1
Phylloscopus_davisoni,Phylloscopus_ogilviegranti,DX.1
Oligura_castaneocoronata,Tesia_castaneocoronata,DX.1
Cettia_acanthizoides,Cettia_brunnescens,DX.1
Cettia_diphone,Cettia_canturians,DX.1
Megalurulus_whitneyi,Megalurulus_llaneae,DX.1
Megalurulus_whitneyi,Megalurulus_grosvenori,DX.1
Trichastoma_buettikoferi,Trichastoma_tickelli,DX.1
Staphida_torqueola,Yuhina_torqueola,DX.1
Elachura_formosa,Spelaeornis_formosus,DX.1
Sterrhoptilus_plateni,Stachyris_plateni,DX.1
Sterrhoptilus_pygmaeus,Stachyris_pygmaea,DX.1
Stachyris_rufifrons,Stachyris_ambigua,DX.1
Staphida_castaniceps,Yuhina_castaniceps,DX.1
Staphida_everetti,Yuhina_everetti,DX.1
Turdinus_marmoratus,Turdinus_marmorata,DX.1
Pseudominla_cinerea,Alcippe_cinerea,DX.1
Schoeniparus_dubius,Alcippe_dubia,DX.1
Fulvetta_formosana,Alcippe_formosana,DX.1
Pseudominla_klossi,Alcippe_klossi,DX.1
Schoeniparus_brunneus,Alcippe_brunnea,DX.1
Fulvetta_manipurensis,Alcippe_manipurensis,DX.1
Schoeniparus_rufogularis,Alcippe_rufogularis,DX.1
Pseudominla_castaneceps,Alcippe_castaneceps,DX.1
Fulvetta_danisi,Alcippe_danisi,DX.1
Leioptila_annectens,Heterophasia_annectens,DX.1
Malacias_auricularis,Heterophasia_auricularis,DX.1
Malacias_desgodinsi,Heterophasia_desgodinsi,DX.1
Malacias_gracilis,Heterophasia_gracilis,DX.1
Malacias_melanoleucus,Heterophasia_melanoleuca,DX.1
Malacias_pulchellus,Heterophasia_pulchella,DX.1
Mesia_argentauris,Leiothrix_argentauris,DX.1
Malacias_capistratus,Heterophasia_capistrata,DX.1
Dryonastes_courtoisi,Garrulax_courtoisi,DX.1
Ianthocincla_bieti,Garrulax_bieti,DX.1
Dryonastes_caerulatus,Garrulax_caerulatus,DX.1
Melanocichla_calva,Garrulax_calvus,DX.1
Leucodioptron_canorum,Garrulax_canorus,DX.1
Dryonastes_chinensis,Garrulax_chinensis,DX.1
Trochalopteron_chrysopterum,Garrulax_chrysopterus,DX.1
Pterorhinus_davidi,Garrulax_davidi,DX.1
Dryonastes_delesserti,Garrulax_delesserti,DX.1
Dryonastes_galbanus,Garrulax_galbanus,DX.1
Ianthocincla_cineracea,Garrulax_cineraceus,DX.1
Siva_cyanouroptera,Minla_cyanouroptera,DX.1
Dryonastes_berthemyi,Garrulax_berthemyi,DX.1
Macronus_bornensis,Macronous_bornensis,DX.1
Stactocichla_annamensis,Garrulax_annamensis,DX.1
Strophocincla_imbricata,Garrulax_imbricatus,DX.1
Dryonastes_gularis,Garrulax_gularis,DX.1
Dryonastes_poecilorhynchus,Garrulax_poecilorhynchus,DX.1
Dryonastes_ruficollis,Garrulax_ruficollis,DX.1
Ianthocincla_rufogularis,Garrulax_rufogularis,DX.1
Grammatoptila_striata,Garrulax_striatus,DX.1
Ianthocincla_sukatschewi,Garrulax_sukatschewi,DX.1
Leucodioptron_taewanum,Garrulax_taewanus,DX.1
Dryonastes_vassali,Garrulax_vassali,DX.1
Strophocincla_virgata,Garrulax_virgatus,DX.1
Pterorhinus_sannio,Garrulax_sannio,DX.1
Stactocichla_merulina,Garrulax_merulinus,DX.1
Ianthocincla_konkakinhensis,Garrulax_konkakinhensis,DX.1
Strophocincla_lineata,Garrulax_lineatus,DX.1
Melanocichla_lugubris,Garrulax_lugubris,DX.1
Ianthocincla_lunulata,Garrulax_lunulatus,DX.1
Trochalopteron_peninsulae,Garrulax_peninsulae,DX.1
Trochalopteron_melanostigma,Garrulax_melanostigma,DX.1
Rhinocichla_mitrata,Garrulax_mitratus,DX.1
Trochalopteron_ngoclinhense,Garrulax_ngoclinhensis,DX.1
Dryonastes_nuchalis,Garrulax_nuchalis,DX.1
Ianthocincla_ocellata,Garrulax_ocellatus,DX.1
Ianthocincla_maxima,Garrulax_maximus,DX.1
Rimator_danjoui,Jabouilleia_danjoui,DX.1
Chrysominla_strigula,Minla_strigula,DX.1
Ophrydornis_albogularis,Malacopteron_albogulare,DX.1
Pentholaea_arnotti,Myrmecocichla_arnoti,DX.1
Campicoloides_bifasciatus,Oenanthe_bifasciata,DX.1
Oenanthe_lugens,Oenanthe_lugentoides,DX.1
Copsychus_malabaricus,Copsychus_stricklandii,DX.1
Cyornis_banyumas,Cyornis_magnirostris,DX.1
Cyornis_rufigastra,Cyornis_omissus,DX.1
Melaenornis_chocolatinus,Dioptrornis_chocolatinus,DX.1
Ficedula_parva,Ficedula_albicilla,DX.1
Melaenornis_brunneus,Dioptrornis_brunneus,DX.1
Melaenornis_fischeri,Dioptrornis_fischeri,DX.1
Nectarinia_mediocris,Nectarinia_fuelleborni,DX.1
Cinnyris_chalcomelas,Nectarinia_chalcomelas,DX.1
Cinnyris_coccinigastrus,Nectarinia_coccinigaster,DX.1
Cinnyris_reichenowi,Nectarinia_preussi,DX.1
Anthodiaeta_metallica,Anthreptes_metallicus,DX.1
Anthodiaeta_pallidigaster,Anthreptes_pallidigaster,DX.1
Anthodiaeta_collaris,Anthreptes_collaris,DX.1
Anthodiaeta_platura,Anthreptes_platurus,DX.1
Arachnothera_affinis,Arachnothera_everetti,DX.1
Ortygospiza_atricollis,Ortygospiza_gabonensis,DX.1
Granatina_ianthinogaster,Uraeginthus_ianthinogaster,DX.1
Granatina_granatina,Uraeginthus_granatinus,DX.1
Lagonosticta_rubricata,Lagonosticta_landanae,DX.1
Erythrura_cyaneovirens,Erythrura_pealii,DX.1
Lepidopygia_nana,Lonchura_nana,DX.1
Spermestes_bicolor,Lonchura_bicolor,DX.1
Lonchura_hunsteini,Lonchura_nigerrima,DX.1
Spermestes_bicolor,Lonchura_nigriceps,DX.1
Spermestes_cucullata,Lonchura_cucullata,DX.1
Spermestes_caniceps,Lonchura_griseicapilla,DX.1
Spermestes_fringilloides,Lonchura_fringilloides,DX.1
Lonchura_tristissima,Lonchura_leucosticta,DX.1
Estrilda_erythronotos,Estrilda_charmosyna,DX.1
Erythrura_cyaneovirens,Erythrura_regia,DX.1
Estrilda_astrild,Estrilda_nigriloris,DX.1
No_match,Vermivora_bachmanii,DX.1
Dendroica_petechia,Dendroica_aestiva,DX.1
Poliopsar_sericeus,Sturnus_sericeus,DX.1
Poliopsar_cineraceus,Sturnus_cineraceus,DX.1
Sturnornis_albofrontatus,Sturnus_albofrontatus,DX.1
Pholia_sharpii,Cinnyricinclus_sharpii,DX.1
Pholia_sharpii,Cinnyricinclus_femoralis,DX.1
Lamprotornis_chloropterus,Lamprotornis_elisabeth,DX.1
Turdus_nigriceps,Turdus_subalaris,DX.1
Zoothera_piaggiae,Zoothera_tanganjicae,DX.1
Turdus_albicollis,Turdus_assimilis,DX.1
Zoothera_dauma,Zoothera_major,DX.1
Turdus_albicollis,Turdus_daguae,DX.1
Dicaeum_agile,Dicaeum_aeruginosum,DX.1
Pyrgilauda_taczanowskii,Montifringilla_taczanowskii,DX.1
Passer_insularis,Passer_hemileucus,DX.1
Notiospiza_angolensis,Ploceus_angolensis,DX.1
Propyrrhula_subhimachala,Pinicola_subhimachala,DX.1
Manucerthia_mana,Oreomystis_mana,DX.1
Carduelis_ankoberensis,Serinus_ankoberensis,DX.1
Alario_alario,Serinus_alario,DX.1
Drepanis_coccinea,Vestiaria_coccinea,DX.1
Pseudochloroptila_symonsi,Serinus_symonsi,DX.1
Carduelis_thibetana,Serinus_thibetanus,DX.1
Pseudochloroptila_totta,Serinus_totta,DX.1
Serinus_striolatus,Serinus_whytii,DX.1
Serinus_citrinelloides,Serinus_frontalis,DX.1
Serinus_citrinelloides,Serinus_hypostictus,DX.1
Pyrrhospiza_punicea,Carpodacus_puniceus,DX.1
Eremopsaltria_mongolica,Eremopsaltria_mongolicus,DX.1
Chlorodrepanis_flava,Hemignathus_flavus,DX.1
Chlorodrepanis_stejnegeri,Hemignathus_kauaiensis,DX.1
Magumma_parva,Hemignathus_parvus,DX.1
Chlorodrepanis_virens,Hemignathus_virens,DX.1
Hemignathus_affinis,Hemignathus_lucidus,DX.1
Cassiculus_melanicterus,Cacicus_melanicterus,DX.1
Dives_warczewiczi,Dives_warszewiczi,DX.1
Ptiloxena_atroviolacea,Dives_atroviolaceus,DX.1
Poospiza_hypocondria,Poospiza_hypochondria,DX.1
Pyrgisoma_crissale,Pipilo_crissalis,DX.1
Pyrgisoma_fuscum,Pipilo_fuscus,DX.1
Pyrgisoma_albicolle,Pipilo_albicollis,DX.1
Pyrgisoma_aberti,Pipilo_aberti,DX.1
Piezorina_cinerea,Piezorhina_cinerea,DX.1
No_match,Sporophila_melanops,DX.1
Sicalis_uropigyalis,Sicalis_uropygialis,DX.1
Passerella_arborea,Spizella_arborea,DX.1
Artemisiospiza_belli,Amphispiza_belli,DX.1
Pyrgisoma_kieneri,Melozone_kieneri,DX.1
Junco_hyemalis,Junco_insularis,DX.1
Poospiza_nigrorufa,Poospiza_whitii,DX.1
Chlorophanes_pulcherrimus,Iridophanes_pulcherrimus,DX.1
Polioptila_plumbea,Polioptila_maranonica,DX.1
Parus_ater,Parus_melanolophus,DX.1
Cyanistes_teneriffae,Parus_ultramarinus,DX.1
Parus_cyanus,Parus_flavipectus,DX.1
Alario_alario,Serinus_leucolaema,DX.1
Apteryx_rowi,Apteryx_australis,D12.1
Arborophila_merlini,Arborophila_chloropus,D12.1
Lophura_imperialis,Lophura_hatinhensis,D12.1
Upupa_africana,Upupa_epops,D12.1
Amytornis_merrotsoyi,Amytornis_merrotsyi,D12.1
Chrysococcyx_minutillus,Chrysococcyx_russatus,D15.1
Collocalia_germani,Collocalia_fuciphaga,D15.1
Collocalia_ocista,Collocalia_leucophaea,D15.1
Collocalia_rogersi,Collocalia_brevirostris,D15.1
Platysteira_chalybea,Callaeas_cinereus,D15.1
Dyaphorophyia_blissetti,Platysteira_jamesoni,D15.1
Pellorneum_buettikoferi,Trichastoma_tickelli,D15.1
Lonchura_nigriceps,Lonchura_bicolor,D15.1
Cinnyricinclus_femoralis,Cinnyricinclus_sharpii,D15.1
Corythornis_thomensis,Alcedo_thomensis,D14.1
Corythornis_nais,Alcedo_nais,D14.1
Barnardius_zonarius,Barnardius_barnardi,D14.1
Forpus_xanthopterygius,Forpus_crassirostris,D14.1
Casmerodius_albus,Ardea_modesta,D14.1
Stizorhina_finschi,Stizorhina_finschii,D14.1
Brachypteracias_squamiger,Brachypteracias_squamigera,D13.1
Brachypteracias_squamigera,Brachypteracias_squamiger,D12.1
Acrocephalus_orientalis,Acrocephalus_arundinaceus,D15.1
Aerodramus_germani,Collocalia_fuciphaga,D15.1
Aerodramus_palawanensis,Collocalia_palawanensis,D15.1
Aethopyga_temminckii,Aethopyga_mystacalis,D15.1
Aethopyga_vigorsii,Aethopyga_siparaja,D15.1
Agapornis_fisheri,Agapornis_fischeri,D15.1
Agyrtria_brevirostris,Amazilia_brevirostris,D15.1
Agyrtria_cyanocephala,Amazilia_cyanocephala,D15.1
Agyrtria_leucogaster,Amazilia_leucogaster,D15.1
Agyrtria_versicolor,Amazilia_versicolor,D15.1
Agyrtria_violiceps,Amazilia_violiceps,D15.1
Agyrtria_viridifrons,Amazilia_viridifrons,D15.1
Alopochen_aegyptiana,Alopochen_aegyptiaca,D15.1
Amazilia_alticola,Amazilia_amazilia,D15.1
Ammodramus_lecontei,Ammodramus_leconteii,D15.1
Anas_albogularis,Anas_gibberifrons,D15.1
Anthus_pseudosimilis,Anthus_novaeseelandiae,D15.1
Apalis_ruwenzori,Oreolais_ruwenzorii,D15.1
Arachnothera_modesta,Arachnothera_affinis,D15.1
Aratinga_pintoi,Aratinga_solstitialis,D15.1
Aratinga_strenua,Aratinga_holochlora,D15.1
Buteogallus_gundlachi,Buteogallus_anthracinus,D15.1
Calendulalauda_africanoides,Mirafra_africanoides,D15.1
Calendulalauda_albescens,Certhilauda_albescens,D15.1
Calendulalauda_alopex,Mirafra_alopex,D15.1
Calendulalauda_barlowi,Certhilauda_barlowi,D15.1
Calendulalauda_burra,Certhilauda_burra,D15.1
Calendulalauda_erythrochlamys,Certhilauda_erythrochlamys,D15.1
Calendulalauda_poecilosterna,Mirafra_poecilosterna,D15.1
Calendulalauda_sabota,Mirafra_sabota,D15.1
Camptorhynchus_labradorius,Extinct,D15.1
Campylopterus_cirrochloris,Aphantochroa_cirrochloris,D15.1
Carduelis_cabaret,Carduelis_flammea,D15.1
Carpodacus_rhodochrous,Carpodacus_rodochroa,D15.1
Carpodacus_rhodopeplus,Carpodacus_rodopeplus,D15.1
Cercotrichas_minor,Erythropygia_galactotes,D15.1
Certhilauda_benguelensis,Certhilauda_subcoronata,D15.1
Certhilauda_brevirostris,Certhilauda_curvirostris,D15.1
Chaetophila_angustipluma,Extinct,D15.1
Chaetops_pycnopygius,Achaetops_pycnopygius,D15.1
Chersomanes_beesleyi,Chersomanes_albofasciata,D15.1
Chlorostilbon_bracei,Extinct,D15.1
Cinnyris_preussi,Nectarinia_preussi,D15.1
Cinnyris_souimanga,Nectarinia_sovimanga,D15.1
Cinnyris_tsavoensis,Nectarinia_tsavoensis,D15.1
Cisticola_cinnamomeus,Cisticola_brunnescens,D15.1
Coccycua_melanogaster,Piaya_melanogaster,D15.1
Coccycya_minuta,Coccycua_minuta,D15.1
Coeligena_eos,Coeligena_bonapartei,D15.1
Colaptes_melanolaimus,Colaptes_melanochloros,D15.1
Contopus_oberi,Contopus_latirostris,D15.1
Contopus_portoricensis,Contopus_latirostris,D15.1
Conuropsis_carolinensis,Extinct,D15.1
Coracina_salomonis,Coracina_tenuirostris,D15.1
Coracina_welchmani,Coracina_caledonica,D15.1
Coturnix_novaezelandiae,Extinct,D15.1
Cryptosylvicola_randriansoloi,New,D15.1
Cuculus_bocki,Cuculus_sparverioides,D15.1
Cuculus_hyperythrus,Cuculus_fugax,D15.1
Cuculus_nisicolor,Cuculus_fugax,D15.1
Cuculus_pectoralis,Cuculus_fugax,D15.1
Cyanistes_flavipectus,Parus_cyanus,D15.1
Cyanomitra_adelberti,Nectarinia_adelberti,D15.1
Cyanomitra_obscura,Nectarinia_olivacea,D15.1
Deleornis_axillaris,Anthreptes_fraseri,D15.1
Dicaeum_ignipectum,Dicaeum_ignipectus,D15.1
Dromaeocercus_seebohmi,Amphilais_seebohmi,D15.1
Ectopistes_migratorius,Extinct,D15.1
Eudynamys_cyanocephala,Eudynamys_melanorhynchus,D15.1
Florisuga_fuscus,Florisuga_fusca,D15.1
Formicarius_monileger,Formicarius_analis,D15.1
Foudia_seychellarum,Foudia_sechellarum,D15.1
Galerida_thekla,Galerida_theklae,D15.1
Gallinago_delicata,Gallinago_gallinago,D15.1
Garrulax_cinerascens,Garrulax_cineraceus,D15.1
Geotrygon_leucometopia,Geotrygon_caniceps,D15.1
Glaucidium_hoskinsii,Glaucidium_gnoma,D15.1
Gracula_indica,Gracula_religiosa,D15.1
Gymnostinops_mexicanus,Gymnomystax_mexicanus,D15.1
Gypis_alba,Gygis_alba,D15.1
Heliactin_bilopha,Heliactin_bilophus,D15.1
Heliangelus_clarisse,Heliangelus_spencei,D15.1
Hemignathus_ellisianus,Extinct,D15.1
Hemignathus_obscurus,Extinct,D15.1
Hemithraupis_ruficapillus,Hemithraupis_ruficapilla,D15.1
Heteralocha_acutirostris,Extinct,D15.1
Himantopus_melanurus,Himantopus_mexicanus,D15.1
Hyliota_usambarae,Hyliota_australis,D15.1
Hypothymis_puella,Hypothymis_azurea,D15.1
Hypsipetes_ganeesa,Hypsipetes_leucocephalus,D15.1
Incana_incanus,Incana_incana,D15.1
Jabouilleia_naungmungensis,Jabouilleia_danjoui,D15.1
Leucippus_hypostictus,Taphrospilus_hypostictus,D15.1
Leucippus_viridicauda,Amazilia_viridicauda,D15.1
Lophura_erythrophthalmus,Lophura_erythrophthalma,D15.1
Macholophus_holsti,Parus_holsti,D15.1
Manacus_manucus,Manacus_manacus,D15.1
Megapodius_forstenii,Megapodius_reinwardt,D15.1
Megascops_columbianus,Megascops_ingens,D15.1
Melaniparus_afer,Parus_cinerascens,D15.1
Melaniparus_albiventris,Parus_albiventris,D15.1
Melaniparus_carpi,Parus_carpi,D15.1
Melaniparus_cinerascens,Parus_cinerascens,D15.1
Melaniparus_fasciiventer,Parus_fasciiventer,D15.1
Melaniparus_funereus,Parus_funereus,D15.1
Melaniparus_griseiventris,Parus_griseiventris,D15.1
Melaniparus_leucomelas,Parus_leucomelas,D15.1
Melaniparus_leuconotus,Parus_leuconotus,D15.1
Melaniparus_niger,Parus_niger,D15.1
Melaniparus_rufiventris,Parus_rufiventris,D15.1
Melaniparus_thruppi,Parus_thruppi,D15.1
Mergus_australis,Extinct,D15.1
Merops_bullocki,Merops_bulocki,D15.1
Mesitornis_benschi,Monias_benschi,D15.1
Mino_kreffti,Mino_dumontii,D15.1
Mirafra_fasciolata,Mirafra_africana,D15.1
Moho_apicalis,Extinct,D15.1
Moho_bishopi,Extinct,D15.1
Moho_braccatus,Extinct,D15.1
Moho_nobilis,Extinct,D15.1
Motacilla_tschutschensis,Motacilla_flava,D15.1
Nectarinia_bocagei,Nectarinia_bocagii,D15.1
Neophema_bourkii,Neopsephotus_bourkii,D15.1
Nesillas_aldabrana,Extinct,D15.1
Onychoprion_albostriatus,Sterna_albostriata,D15.1
Oreomystis_bairdii,Oreomystis_bairdi,D15.1
Ornithion_semiflavus,Ornithion_semiflavum,D15.1
Oxyura_ferruginea,Oxyura_jamaicensis,D15.1
Pachycephala_griseiceps,Pachycephala_simplex,D15.1
Pardaliparus_amabilis,Parus_amabilis,D15.1
Pardaliparus_elegans,Parus_elegans,D15.1
Pardaliparus_venustulus,Parus_venustulus,D15.1
Parisoma_lugens,Sylvia_lugens,D15.1
Parisoma_subcaeruleum,Sylvia_subcaerulea,D15.1
Percnostola_saturata,Schistocichla_saturata,D15.1
Phacellodomus_berlepschi,Thripophaga_berlepschi,D15.1
Phacellodomus_fusciceps,Thripophaga_fusciceps,D15.1
Phalacrocorax_nivalis,Phalacrocorax_atriceps,D15.1
Phalacrocorax_purpurascens,Phalacrocorax_atriceps,D15.1
Pipilo_socorroensis,Pipilo_maculatus,D15.1
Platylophus_leucopterus,Platysmurus_leucopterus,D15.1
Podilymbus_gigas,Extinct,D15.1
Podoces_humilis,Pseudopodoces_humilis,D15.1
Poecile_hypermelaenus,Parus_hypermelaenus,D15.1
Poecile_montana,Parus_montanus,D15.1
Poecile_songara,Parus_montanus,D15.1
Poecile_superciliosa,Parus_superciliosus,D15.1
Polyerata_boucardi,Amazilia_boucardi,D15.1
Polyerata_decora,Amazilia_decora,D15.1
Polyerata_lactea,Amazilia_lactea,D15.1
Polyerata_rosenbergi,Amazilia_rosenbergi,D15.1
Prinia_erythroptera,Heliolais_erythropterus,D15.1
Prinia_substriata,Phragmacia_substriata,D15.1
Psalidoprocne_holomelas,Psalidoprocne_pristoptera,D15.1
Psalidoprocne_orientalis,Psalidoprocne_pristoptera,D15.1
Psalidoprocne_petiti,Psalidoprocne_pristoptera,D15.1
Pseudocossyphus_bensoni,Monticola_bensoni,D15.1
Pterodroma_occulta,Pterodroma_cervicalis,D15.1
Pteroglossus_erythropygius,Pteroglossus_torquatus,D15.1
Pteroglossus_sanguineus,Pteroglossus_torquatus,D15.1
Ptilinopus_hyogaster,Ptilinopus_hyogastrus,D15.1
Puffinus_persicus,Puffinus_lherminieri,D15.1
Pycnonotus_erythrophthalmus,Pycnonotus_erythropthalmos,D15.1
Pycnonotus_flaviventris,Pycnonotus_melanicterus,D15.1
Pycnonotus_melanoleucus,Pycnonotus_melanoleucos,D15.1
Pyrrhula_leucogenys,Pyrrhula_leucogenis,D15.1
Ramphastos_culminatus,Ramphastos_vitellinus,D15.1
Ramphastos_cuvieri,Ramphastos_tucanus,D15.1
Rhabdornis_mysticalis,Rhabdornis_mystacalis,D15.1
Rhodopechys_githagineus,Bucanetes_githagineus,D15.1
Rhondonessa_caryophyllacea,New,D15.1
Saucerottia_cupreicauda,Amazilia_viridigaster,D15.1
Saucerottia_cyanifrons,Amazilia_cyanifrons,D15.1
Saucerottia_cyanura,Amazilia_cyanura,D15.1
Saucerottia_edward,Amazilia_edward,D15.1
Saucerottia_saucerrottei,Amazilia_saucerrottei,D15.1
Saucerottia_tobaci,Amazilia_tobaci,D15.1
Saucerottia_viridigaster,Amazilia_viridigaster,D15.1
Saxicola_bifasciatus,Oenanthe_bifasciata,D15.1
Saxicola_rubicola,Saxicola_torquatus,D15.1
Sceloglaux_albifacies,Extinct,D15.1
Scenopoeetus_dentirostris,Scenopoeetes_dentirostris,D15.1
Seicercus_albogularis,Abroscopus_albogularis,D15.1
Sittiparus_semilarvatus,Parus_semilarvatus,D15.1
Sittiparus_varius,Parus_varius,D15.1
Sporophila_torquata,Sporophila_torqueola,D15.1
Spreo_unicolor,Cosmopsarus_unicolor,D15.1
Stagonopleura_fuliginosus,Oreostruthus_fuliginosus,D15.1
Stelgidopteryx_andecola,Haplochelidon_andecola,D15.1
Sturnia_philippensis,Sturnus_philippensis,D15.1
Sturnia_sturnina,Sturnus_sturninus,D15.1
Sylvia_margelanica,Sylvia_curruca,D15.1
Temenuchus_pagodarum,Sturnus_pagodarum,D15.1
Terpsiphone_batesi,Terpsiphone_rufocinerea,D15.1
Thalassornis_leuconotos,Thalassornis_leuconotus,D15.1
Theristicus_branickii,Theristicus_melanopis,D15.1
Thryothorus_zeledoni,Thryothorus_modestus,D15.1
Torgus_tracheliotus,Torgos_tracheliotos,D15.1
Toxorhamphus_pygmaeum,Oedistoma_pygmaeum,D15.1
Tricholaema_lachrymosa,Tricholaema_lacrymosa,D15.1
Turdus_abyssinicus,Turdus_olivaceus,D15.1
Turdus_atrogularis,Turdus_ruficollis,D15.1
Turdus_eunomus,Turdus_naumanni,D15.1
Turdus_roehli,Turdus_olivaceus,D15.1
Turdus_simillimus,Turdus_merula,D15.1
Turnagra_capensis,Extinct,D15.1
Upupa_marginata,Upupa_africana,D15.1
Vanellus_macropterus,Extinct,D15.1
Xenicus_longipes,Extinct,D15.1
Xiphocolaptes_carajaensis,Xiphocolaptes_promeropirhynchus,D15.1
Xiphorhynchus_chunchotambo,Xiphorhynchus_ocellatus,D15.1
Elaenia_chilensis,Elaenia_albiceps,D16.1
Zimmerius_parvus,Zimmerius_vilissimus,D16.1
Zimmerius_petersi,Zimmerius_improbus,D16.1
Zimmerius_minimus,Zimmerius_chrysops,D16.1
Knipolegus_cabanisi,Knipolegus_signatus,D16.1
Sirystes_albocinereus,Sirystes_sibilator,D16.1
Sirystes_subcanescens,Sirystes_sibilator,D16.1
Machaeropterus_striolatus,Machaeropterus_regulus,D16.1
Dixiphia_cornuta,Pipra_cornuta,D16.1
Dixiphia_mentalis,Pipra_mentalis,D16.1
Dixiphia_chloromeros,Pipra_chloromeros,D16.1
Dixiphia_erythrocephala,Pipra_erythrocephala,D16.1
Dixiphia_rubrocapilla,Pipra_rubrocapilla,D16.1
Sericulus_ardens,Sericulus_aureus,D16.1
Chenorhamphus_grayi,Malurus_grayi,D16.1
Chenorhamphus_campbelli,Malurus_campbelli,D16.1
Amytornis_modestus,Amytornis_textilis,D16.1
Philemon_plumigenis,Philemon_moluccensis,D16.1
Philemon_yorki,Philemon_buceroides,D16.1
Melithreptus_chloropsis,Melithreptus_lunatus,D16.1
Nesoptilotis_leucotis,Lichenostomus_leucotis,D16.1
Nesoptilotis_flavicollis,Lichenostomus_flavicollis,D16.1
Melipotes_carolae,New,D16.1
Bolemoreus_frenatus,Lichenostomus_frenatus,D16.1
Bolemoreus_hindwoodi,Lichenostomus_hindwoodi,D16.1
Caligavis_chrysops,Lichenostomus_chrysops,D16.1
Caligavis_subfrenata,Lichenostomus_subfrenatus,D16.1
Caligavis_obscura,Lichenostomus_obscurus,D16.1
Stomiopera_unicolor,Lichenostomus_unicolor,D16.1
Stomiopera_flava,Lichenostomus_flavus,D16.1
Gavicalis_versicolor,Lichenostomus_versicolor,D16.1
Gavicalis_fasciogularis,Lichenostomus_fasciogularis,D16.1
Gavicalis_virescens,Lichenostomus_virescens,D16.1
Ptilotula_flavescens,Lichenostomus_flavescens,D16.1
Ptilotula_fusca,Lichenostomus_fuscus,D16.1
Ptilotula_keartlandi,Lichenostomus_keartlandi,D16.1
Ptilotula_plumula,Lichenostomus_plumulus,D16.1
Ptilotula_ornata,Lichenostomus_ornatus,D16.1
