synonyms,species,dataset
Dendrocopos_scalaris,Picoides_scalaris,itis1
Dendrocopos_nuttalli,Picoides_nuttallii,itis1
Dendrocopos_arizonae,Picoides_arizonae,itis1
Dendrocopos_borealis,Picoides_borealis,itis1
Dendrocopos_albolarvatus,Picoides_albolarvatus,itis1
Muscivora_tyrannus,Tyrannus_savana,itis1
Muscivora_forficata,Tyrannus_forficatus,itis1
Empidonax_hammondi,Empidonax_hammondii,itis1
Contopus_borealis,Contopus_cooperi,itis1
Nuttallornis_borealis,Contopus_cooperi,itis1
Platypsaris_aglaiae,Pachyramphus_aglaiae,itis1
Eromophila_alpestris,Eremophila_alpestris,itis1
Callichelidon_cyaneoviridis,Tachycineta_cyaneoviridis,itis1
Iridoprocne_bicolor,Tachycineta_bicolor,itis1
Delichon_urbica,Delichon_urbicum,itis1
Hirundo_fulva,Petrochelidon_fulva,itis1
Hirundo_pyrrhonota,Petrochelidon_pyrrhonota,itis1
Progne_ekegans,Progne_elegans,itis1
Phaeoprogne_tapera,Progne_tapera,itis1
Telmatodytes_palustris,Cistothorus_palustris,itis1
Toxostoma_dorsale,Toxostoma_crissale,itis1
Acrocephalus_luscinia,Acrocephalus_luscinius,itis1
Cettia_annae,Horornis_annae,itis1
Cettia_diphone,Horornis_diphone,itis1
Pitohui_tenebrosus,Pachycephala_tenebrosa,itis1
Parus_atricapillus,Poecile_atricapillus,itis1
Parus_carolinensis,Poecile_carolinensis,itis1
Parus_sclateri,Poecile_sclateri,itis1
Parus_gambeli,Poecile_gambeli,itis1
Parus_cinctus,Poecile_cinctus,itis1
Parus_hudsonicus,Poecile_hudsonicus,itis1
Parus_rufescens,Poecile_rufescens,itis1
Parus_bicolor,Baeolophus_bicolor,itis1
Parus_atricristatus,Baeolophus_atricristatus,itis1
Parus_inornatus,Baeolophus_inornatus,itis1
Parus_wollweberi,Baeolophus_wollweberi,itis1
Foulehaio_carunculata,Foulehaio_carunculatus,itis1
Basileuterus_culcivorus,Basileuterus_culicivorus,itis1
Helmitheros_vermivorus,Helmitheros_vermivorum,itis1
Vermivora_pinus,Setophaga_pinus,itis1
Vermivora_peregrina,Leiothlypis_peregrina,itis1
Vermivora_celata,Leiothlypis_celata,itis1
Vermivora_ruficapilla,Leiothlypis_ruficapilla,itis1
Vermivora_virginiae,Leiothlypis_virginiae,itis1
Vermivora_crissalis,Leiothlypis_crissalis,itis1
Vermivora_luciae,Leiothlypis_luciae,itis1
Parula_americana,Setophaga_americana,itis1
Parula_pitiayumi,Setophaga_pitiayumi,itis1
Dendroica_petechia,Setophaga_petechia,itis1
Dendroica_magnolia,Setophaga_magnolia,itis1
Dendroica_tigrina,Setophaga_tigrina,itis1
Dendroica_caerulescens,Setophaga_caerulescens,itis1
Dendroica_coronata,Setophaga_coronata,itis1
Dendroica_nigrescens,Setophaga_nigrescens,itis1
Dendroica_townsendi,Setophaga_townsendi,itis1
Dendroica_virens,Setophaga_virens,itis1
Dendroica_chrysoparia,Setophaga_chrysoparia,itis1
Dendroica_occidentalis,Setophaga_occidentalis,itis1
Dendroica_cerulea,Setophaga_cerulea,itis1
Dendroica_fusca,Setophaga_fusca,itis1
Dendroica_dominica,Setophaga_dominica,itis1
Dendroica_graciae,Setophaga_graciae,itis1
Dendroica_pensylvanica,Setophaga_pensylvanica,itis1
Dendroica_castanea,Setophaga_castanea,itis1
Dendroica_striata,Setophaga_striata,itis1
Dendroica_pinus,Setophaga_pinus,itis1
Dendroica_kirtlandii,Setophaga_kirtlandii,itis1
Dendroica_discolor,Setophaga_discolor,itis1
Dendroica_palmarum,Setophaga_palmarum,itis1
Dendroica_adelaidae,Setophaga_adelaidae,itis1
Dendroica_angelae,Setophaga_angelae,itis1
Seiurus_aurocapillus,Seiurus_aurocapilla,itis1
Seiurus_noveboracensis,Parkesia_noveboracensis,itis1
Seiurus_motacilla,Parkesia_motacilla,itis1
Oporornis_formosus,Geothlypis_formosa,itis1
Oporornis_philadelphia,Geothlypis_philadelphia,itis1
Oporornis_tolmiei,Geothlypis_tolmiei,itis1
Euthlypis_lachrymosa,Basileuterus_lachrymosus,itis1
Wilsonia_citrina,Setophaga_citrina,itis1
Wilsonia_pusilla,Cardellina_pusilla,itis1
Wilsonia_canadensis,Cardellina_canadensis,itis1
Setophaga_pictus,Myioborus_pictus,itis1
Cassidix_mexicanus,Quiscalus_mexicanus,itis1
Cassidix_major,Quiscalus_major,itis1
Tangavius_aeneus,Molothrus_aeneus,itis1
Pyrrhuloxia_sinuatus,Cardinalis_sinuatus,itis1
Guiraca_caerulea,Passerina_caerulea,itis1
Tiaris_canora,Tiaris_canorus,itis1
Tiaris_olivacea,Tiaris_olivaceus,itis1
Hesperiphona_vespertina,Coccothraustes_vespertinus,itis1
Erythrina_erythrina,Carpodacus_erythrinus,itis1
Acanthis_hornemanni,Carduelis_hornemanni,itis1
Acanthis_flammea,Carduelis_flammea,itis1
Spinus_pinus,Carduelis_pinus,itis1
Spinus_tristis,Carduelis_tristis,itis1
Spinus_psaltria,Carduelis_psaltria,itis1
Spinus_lawrencei,Carduelis_lawrencei,itis1
Chlorura_chlorura,Pipilo_chlorurus,itis1
Ammodramus_sandwichensis,Passerculus_sandwichensis,itis1
Ammospiza_leconteii,Ammodramus_leconteii,itis1
Ammospiza_caudacutus,Ammodramus_caudacutus,itis1
Ammospiza_maritima,Ammodramus_maritimus,itis1
Amphispiza_quinquestriata,Aimophila_quinquestriata,itis1
Himathione_sanguinea,Himatione_sanguinea,itis1
Psittirostra_osittacea,Psittirostra_psittacea,itis1
Telespyza_cantans,Telespiza_cantans,itis1
Telespyza_ultima,Telespiza_ultima,itis1
Lonchura_malabarica,Euodice_malabarica,itis1
Padda_oryzivora,Lonchura_oryzivora,itis1
Sturnus_cineraceus,Spodiopsar_cineraceus,itis1
Sturnus_philippensis,Agropsar_philippensis,itis1
Acridotheres_tristas,Acridotheres_tristis,itis1
Aplonas_atrifusca,Aplonis_atrifusca,itis1
Aplonas_corvina,Aplonis_corvina,itis1
Aplonas_opaca,Aplonis_opaca,itis1
Aplonas_pelzelni,Aplonis_pelzelni,itis1
Aplonas_tabuensis,Aplonis_tabuensis,itis1
Artamus_leucorhynchus,Artamus_leucoryn,itis1
Cyanocorax_morio,Psilorhinus_morio,itis1
Cissilopha_sanblasiana,Cyanocorax_sanblasianus,itis1
Corvus_monedula,Coloeus_monedula,itis1
Turdus_musicus,Turdus_iliacus,itis1
Phylloscopus_sibilatrix,Phylloscopus_sibillatrix,itis1
Rukia_oleaginea,Zosterops_oleagineus,itis1
Rukia_palauensis,Megazosterops_palauensis,itis1
Anas_oustaleti,Anas_platyrhynchos,itis1
Anas_oustaleti,Anas_superciliosa,itis1
Otus_gurneyi,Mimizuku_gurneyi,itis1
Ramphodon_dohrnii,Glaucis_dohrnii,itis1
Empidonax_euleri,Lathrotriccus_euleri,itis1
Hemignathus_wilsoni,Hemignathus_munroi,itis1
Loxops_mana,Oreomystis_mana,itis1
Oreomystis_maculata,Paroreomyza_maculata,itis1
Loxops_maculata,Paroreomyza_maculata,itis1
Oreomystis_flammea,Paroreomyza_flammea,itis1
Loxops_flammea,Paroreomyza_flammea,itis1
Psittirostra_cantans,Telespiza_cantans,itis1
Coracina_typicus,Coracina_typica,itis1
Corvus_newtoni,Coracina_newtoni,itis1
Phaeornis_myadestinus,Myadestes_myadestinus,itis1
Phaeornis_palmeri,Myadestes_palmeri,itis1
Rhea_pennata,Pterocnemia_pennata,itis1
Pipile_pipile,Aburria_pipile,itis1
Pipile_cumanensis,Aburria_cumanensis,itis1
Pipile_cujubi,Aburria_cujubi,itis1
Pipile_jacutinga,Aburria_jacutinga,itis1
Mitu_tomentosa,Mitu_tomentosum,itis1
Mitu_tuberosa,Mitu_tuberosum,itis1
Megapodius_affinis,Megapodius_reinwardt,itis1
Peliperdix_coqui,Francolinus_coqui,itis1
Peliperdix_albogularis,Francolinus_albogularis,itis1
Peliperdix_schlegelii,Francolinus_schlegelii,itis1
Peliperdix_lathami,Francolinus_lathami,itis1
Peliperdix_sephaena,Francolinus_sephaena,itis1
Scleroptila_streptophorus,Francolinus_streptophorus,itis1
Scleroptila_finschi,Francolinus_finschi,itis1
Scleroptila_levaillantii,Francolinus_levaillantii,itis1
Scleroptila_africanus,Francolinus_africanus,itis1
Scleroptila_psilolaemus,Francolinus_psilolaemus,itis1
Scleroptila_shelleyi,Francolinus_shelleyi,itis1
Scleroptila_levalliantoides,Francolinus_levalliantoides,itis1
Pternistis_nahani,Francolinus_nahani,itis1
Pternistis_hartlaubi,Francolinus_hartlaubi,itis1
Pternistis_bicalcaratus,Francolinus_bicalcaratus,itis1
Pternistis_icterorhynchus,Francolinus_icterorhynchus,itis1
Pternistis_clappertoni,Francolinus_clappertoni,itis1
Pternistis_harwoodi,Francolinus_harwoodi,itis1
Pternistis_adspersus,Francolinus_adspersus,itis1
Pternistis_capensis,Francolinus_capensis,itis1
Pternistis_natalensis,Francolinus_natalensis,itis1
Pternistis_hildebrandti,Francolinus_hildebrandti,itis1
Pternistis_squamatus,Francolinus_squamatus,itis1
Pternistis_ahantensis,Francolinus_ahantensis,itis1
Pternistis_griseostriatus,Francolinus_griseostriatus,itis1
Pternistis_leucoscepus,Francolinus_leucoscepus,itis1
Pternistis_rufopictus,Francolinus_rufopictus,itis1
Pternistis_afer,Francolinus_afer,itis1
Pternistis_swainsonii,Francolinus_swainsonii,itis1
Pternistis_jacksoni,Francolinus_jacksoni,itis1
Pternistis_nobilis,Francolinus_nobilis,itis1
Pternistis_camerunensis,Francolinus_camerunensis,itis1
Pternistis_swierstrai,Francolinus_swierstrai,itis1
Pternistis_castaneicollis,Francolinus_castaneicollis,itis1
Pternistis_erckelii,Francolinus_erckelii,itis1
Pternistis_ochropectus,Francolinus_ochropectus,itis1
Tetrao_tetrix,Lyrurus_tetrix,itis1
Tetrao_mlokosiewiczi,Lyrurus_mlokosiewiczi,itis1
Nomonyx_dominica,Nomonyx_dominicus,itis1
Cygnus_melanocorypha,Cygnus_melancoryphus,itis1
Cyanochen_cyanopterus,Cyanochen_cyanoptera,itis1
Alopochen_aegyptiacus,Alopochen_aegyptiaca,itis1
Hymenolaimus_malacorhynchus,Hymenolaimus_malacorhynchos,itis1
Anas_specularioides,Lophonetta_specularioides,itis1
Turnix_nana,Turnix_nanus,itis1
Aerodramus_inquieta,Aerodramus_inquietus,itis1
Dendrocopos_hyperythrus,Hypopicus_hyperythrus,itis1
Picus_mineaceus,Picus_miniaceus,itis1
Artamus_leucorynchus,Artamus_leucoryn,itis1
Asturina_nitida,Buteo_nitidus,itis1
Baeolophus_griseus,Baeolophus_ridgwayi,itis1
Megalaima_rubricapilla,Megalaima_rubricapillus,itis1
Chlidonias_hybridus,Chlidonias_hybrida,itis1
Colluricincla_tenebrosa,Pachycephala_tenebrosa,itis1
Trachyphonus_purpuratus,Trachylaemus_purpuratus,itis1
Halcyon_cinnamomina,Todiramphus_cinnamominus,itis1
Halcyon_sancta,Todiramphus_sanctus,itis1
Hemignathus_chloris,Hemignathus_flavus,itis1
Ixobrychus_flavicollis,Dupetor_flavicollis,itis1
Bucco_macrodactylus,Argicus_macrodactylus,itis1
Mesophoyx_intermedia,Egretta_intermedia,itis1
Muscicapa_dauurica,Muscicapa_latirostris,itis1
Parula_superciliosa,Oreothlypis_superciliosa,itis1
Bucco_tamatia,Nystactes_tamatia,itis1
Bucco_noanamae,Nystactes_noanamae,itis1
Phalaropus_fulicaria,Phalaropus_fulicarius,itis1
Tockus_albocristatus,Tropicranus_albocristatus,itis1
Buceros_vigil,Rhinoplax_vigil,itis1
Aceros_comatus,Berenicornis_comatus,itis1
Aceros_undulatus,Rhyticeros_undulatus,itis1
Aceros_narcondami,Rhyticeros_narcondami,itis1
Aceros_everetti,Rhyticeros_everetti,itis1
Aceros_subruficollis,Rhyticeros_subruficollis,itis1
Saxicola_torquata,Saxicola_torquatus,itis1
Vireo_atricapillus,Vireo_atricapilla,itis1
Aceros_plicatus,Rhyticeros_plicatus,itis1
Ceratogymna_bucinator,Bycanistes_bucinator,itis1
Ceratogymna_fistulator,Bycanistes_fistulator,itis1
Ceratogymna_brevis,Bycanistes_brevis,itis1
Ceratogymna_subcylindricus,Bycanistes_subcylindricus,itis1
Ceratogymna_cylindricus,Bycanistes_cylindricus,itis1
Coracias_abyssinica,Coracias_abyssinicus,itis1
Coracias_caudata,Coracias_caudatus,itis1
Coracias_spatulata,Coracias_spatulatus,itis1
Coracias_noevia,Coracias_naevius,itis1
Brachypteracias_squamigera,Geobiastes_squamiger,itis1
Alcedo_cyanopecta,Alcedo_cyanopectus,itis1
Ceyx_erithacus,Ceyx_erithaca,itis1
Ispidina_madagascariensis,Ceyx_madagascariensis,itis1
Ispidina_picta,Ceyx_pictus,itis1
Ispidina_lecontei,Ceyx_lecontei,itis1
Pelargopsis_amauropterus,Pelargopsis_amauroptera,itis1
Todirhamphus_nigrocyaneus,Todiramphus_nigrocyaneus,itis1
Todirhamphus_winchelli,Todiramphus_winchelli,itis1
Todirhamphus_diops,Todiramphus_diops,itis1
Todirhamphus_lazuli,Todiramphus_lazuli,itis1
Todirhamphus_macleayii,Todiramphus_macleayii,itis1
Todirhamphus_albonotatus,Todiramphus_albonotatus,itis1
Todirhamphus_leucopygius,Todiramphus_leucopygius,itis1
Todirhamphus_farquhari,Todiramphus_farquhari,itis1
Todirhamphus_pyrrhopygia,Todiramphus_pyrrhopygius,itis1
Todirhamphus_cinnamominus,Todiramphus_cinnamominus,itis1
Todirhamphus_funebris,Todiramphus_funebris,itis1
Todirhamphus_chloris,Todiramphus_chloris,itis1
Todirhamphus_enigma,Todiramphus_enigma,itis1
Todirhamphus_saurophaga,Todiramphus_saurophagus,itis1
Todirhamphus_australasia,Todiramphus_australasia,itis1
Todirhamphus_sanctus,Todiramphus_sanctus,itis1
Todirhamphus_veneratus,Todiramphus_veneratus,itis1
Todirhamphus_tuta,Todiramphus_tutus,itis1
Todirhamphus_godeffroyi,Todiramphus_godeffroyi,itis1
Todirhamphus_gambieri,Todiramphus_gambieri,itis1
Oxylophus_jacobinus,Clamator_jacobinus,itis1
Oxylophus_levaillantii,Clamator_levaillantii,itis1
Eudynamys_scolopacea,Eudynamys_scolopaceus,itis1
Eudynamys_taitensis,Urodynamis_taitensis,itis1
Phaenicophaeus_diardi,Rhopodytes_diardi,itis1
Phaenicophaeus_sumatranus,Rhopodytes_sumatranus,itis1
Phaenicophaeus_tristis,Rhopodytes_tristis,itis1
Phaenicophaeus_viridirostris,Rhopodytes_viridirostris,itis1
Phaenicophaeus_leschenaultii,Taccocua_leschenaultii,itis1
Phaenicophaeus_chlorophaeus,Rhinortha_chlorophaea,itis1
Phaenicophaeus_javanicus,Zanclostomus_javanicus,itis1
Phaenicophaeus_calyorhynchus,Zanclostomus_calyorhynchus,itis1
Phaenicophaeus_curvirostris,Zanclostomus_curvirostris,itis1
Phaenicophaeus_superciliosus,Dasylophus_superciliosus,itis1
Phaenicophaeus_cumingi,Lepidogrammus_cumingi,itis1
Centropus_chlororhynchus,Centropus_chlororhynchos,itis1
Lorius_albidinuchus,Lorius_albidinucha,itis1
Charmosyna_amabilis,Charmosyna_aureicincta,itis1
Eolophus_roseicapillus,Eolophus_roseicapilla,itis1
Cacatua_goffini,Cacatua_goffiniana,itis1
Strigops_habroptilus,Strigops_habroptila,itis1
Mascarinus_mascarinus,Mascarinus_mascarin,itis1
Platycercus_zonarius,Barnardius_zonarius,itis1
Psittacula_intermedia,Psittacula_himalayana,itis1
Psittacula_intermedia,Psittacula_cyanocephala,itis1
Aratinga_leucophthalmus,Aratinga_leucophthalma,itis1
Pyrrhura_rhodogaster,Pyrrhura_perlata,itis1
Cypseloides_rutilus,Streptoprocne_rutila,itis1
Cypseloides_phelpsi,Streptoprocne_phelpsi,itis1
Aerodramus_terraereginus,Aerodramus_terraereginae,itis1
Aerodramus_salanganus,Aerodramus_salangana,itis1
Chaetura_spinicauda,Chaetura_spinicaudus,itis1
Apus_aequatorialis,Tachymarptis_aequatorialis,itis1
Glaucis_aenea,Glaucis_aeneus,itis1
Glaucis_hirsuta,Glaucis_hirsutus,itis1
Phaethornis_gounellei,Anopetia_gounellei,itis1
Melanotrochilus_fuscus,Florisuga_fusca,itis1
Avocettula_recurvirostris,Anthracothorax_recurvirostris,itis1
Lophornis_brachylopha,Lophornis_brachylophus,itis1
Popelairia_popelairii,Discosura_popelairii,itis1
Popelairia_langsdorffi,Discosura_langsdorffi,itis1
Popelairia_letitiae,Discosura_letitiae,itis1
Popelairia_conversii,Discosura_conversii,itis1
Discosura_longicauda,Discosura_longicaudus,itis1
Chlorestes_notatus,Chlorostilbon_notatus,itis1
Chlorostilbon_stenura,Chlorostilbon_stenurus,itis1
Hylocharis_pyropygia,Hylocharis_cyanus,itis1
Sephanoides_sephaniodes,Sephanoides_sephanoides,itis1
Eriocnemis_vestitus,Eriocnemis_vestita,itis1
Aglaiocercus_kingi,Aglaiocercus_kingii,itis1
Augastes_lumachellus,Augastes_lumachella,itis1
Augastes_geoffroyi,Schistes_geoffroyi,itis1
Heliothryx_aurita,Heliothryx_auritus,itis1
Heliactin_cornuta,Heliactin_bilophus,itis1
Philodice_bryantae,Calliphlox_bryantae,itis1
Philodice_mitchellii,Calliphlox_mitchellii,itis1
Acestrura_mulsant,Chaetocercus_mulsanti,itis1
Acestrura_bombus,Chaetocercus_bombus,itis1
Acestrura_heliodor,Chaetocercus_heliodor,itis1
Acestrura_astreans,Chaetocercus_astreans,itis1
Acestrura_berlepschi,Chaetocercus_berlepschi,itis1
Musophaga_johnstoni,Ruwenzorornis_johnstoni,itis1
Musophaga_porphyreolopha,Tauraco_porphyreolophus,itis1
Otus_leucotis,Ptilopsis_leucotis,itis1
Otus_kennicottii,Megascops_kennicottii,itis1
Otus_choliba,Megascops_choliba,itis1
Otus_koepckeae,Megascops_koepckeae,itis1
Otus_roboratus,Megascops_roboratus,itis1
Otus_clarkii,Megascops_clarkii,itis1
Otus_barbarus,Megascops_barbarus,itis1
Otus_ingens,Megascops_ingens,itis1
Otus_marshalli,Megascops_marshalli,itis1
Otus_watsonii,Megascops_watsonii,itis1
Otus_atricapillus,Megascops_atricapilla,itis1
Otus_vermiculatus,Megascops_vermiculatus,itis1
Otus_sanctaecatarinae,Megascops_sanctaecatarinae,itis1
Otus_lawrencii,Gymnoglaux_lawrencii,itis1
Otus_podarginus,Pyrroglaux_podargina,itis1
Otus_albogularis,Megascops_albogularis,itis1
Ketupa_blakistoni,Bubo_blakistoni,itis1
Ciccaba_albitarsus,Strix_albitarsis,itis1
Ciccaba_woodfordii,Strix_woodfordii,itis1
Glaucidium_nanum,Glaucidium_nana,itis1
Athene_blewitti,Heteroglaux_blewitti,itis1
Aegotheles_crinifrons,Euaegotheles_crinifrons,itis1
Aegotheles_insignis,Euaegotheles_insignis,itis1
Siphonorhis_americanus,Siphonorhis_americana,itis1
Caprimulgus_binotatus,Veles_binotatus,itis1
Hydropsalis_brasiliana,Hydropsalis_torquata,itis1
Macropsalis_creagra,Macropsalis_forcipata,itis1
Columba_picturata,Streptopelia_picturata,itis1
Acanthogenys_rufogularis,Acanthagenys_rufogularis,itis1
Acanthornis_magnus,Acanthornis_magna,itis1
Acrocephalus_aedon,Iduna_aedon,itis1
Acrocephalus_rimatarae,Acrocephalus_rimitarae,itis1
Aethopyga_primigenius,Aethopyga_primigenia,itis1
Agelaius_cyanopus,Agelasticus_cyanopus,itis1
Agelaius_flavus,Xanthopsar_flavus,itis1
Agelaius_icterocephalus,Chrysomus_icterocephalus,itis1
Agelaius_ruficapillus,Chrysomus_ruficapillus,itis1
Agelaius_thilius,Agelasticus_thilius,itis1
Agelaius_xanthophthalmus,Agelasticus_xanthophthalmus,itis1
Agriornis_livida,Agriornis_lividus,itis1
Agriornis_microptera,Agriornis_micropterus,itis1
Agriornis_montana,Agriornis_montanus,itis1
Agriornis_murina,Agriornis_murinus,itis1
Ailuroedus_dentirostris,Scenopoeetes_dentirostris,itis1
Alcippe_chrysotis,Lioparus_chrysotis,itis1
Alcippe_cinereiceps,Fulvetta_cinereiceps,itis1
Alcippe_ludlowi,Fulvetta_ludlowi,itis1
Alcippe_ruficapilla,Fulvetta_ruficapilla,itis1
Alcippe_striaticollis,Fulvetta_striaticollis,itis1
Alcippe_vinipectus,Fulvetta_vinipectus,itis1
Alethe_choloensis,Pseudalethe_choloensis,itis1
Alethe_fuelleborni,Pseudalethe_fuelleborni,itis1
Alethe_poliocephala,Pseudalethe_poliocephala,itis1
Alethe_poliophrys,Pseudalethe_poliophrys,itis1
Alophoixus_affinis,Thapsinillas_affinis,itis1
Amaurornis_bicolor,Porzana_bicolor,itis1
Amblyornis_inornatus,Amblyornis_inornata,itis1
Ammodramus_aurifrons,Myospiza_aurifrons,itis1
Ammodramus_humeralis,Myospiza_humeralis,itis1
Ammomanes_cincturus,Ammomanes_cinctura,itis1
Ammomanes_grayi,Ammomanopsis_grayi,itis1
Ammomanes_phoenicurus,Ammomanes_phoenicura,itis1
Ampelion_rubrocristata,Ampelion_rubrocristatus,itis1
Andropadus_ansorgei,Eurillas_ansorgei,itis1
Andropadus_chlorigula,Arizelocichla_chlorigula,itis1
Andropadus_curvirostris,Eurillas_curvirostris,itis1
Andropadus_gracilirostris,Stelgidillas_gracilirostris,itis1
Andropadus_gracilis,Eurillas_gracilis,itis1
Andropadus_hallae,Eurillas_virens,itis1
Andropadus_kakamegae,Arizelocichla_kakamegae,itis1
Andropadus_latirostris,Eurillas_latirostris,itis1
Andropadus_masukuensis,Arizelocichla_masukuensis,itis1
Andropadus_milanjensis,Arizelocichla_milanjensis,itis1
Andropadus_montanus,Arizelocichla_montana,itis1
Andropadus_nigriceps,Arizelocichla_nigriceps,itis1
Andropadus_olivaceiceps,Arizelocichla_olivaceiceps,itis1
Andropadus_tephrolaemus,Arizelocichla_tephrolaema,itis1
Andropadus_virens,Eurillas_virens,itis1
Anthreptes_aurantium,Anthreptes_aurantius,itis1
Anthreptes_axillaris,Deleornis_axillaris,itis1
Anthreptes_collaris,Hedydipna_collaris,itis1
Anthreptes_fraseri,Deleornis_fraseri,itis1
Anthreptes_metallicus,Hedydipna_metallica,itis1
Anthreptes_pallidigaster,Hedydipna_pallidigaster,itis1
Anthreptes_platurus,Hedydipna_platura,itis1
Anthreptes_rhodolaema,Anthreptes_rhodolaemus,itis1
Anthreptes_singalensis,Chalcoparia_singalensis,itis1
Anthus_sharpei,Macronyx_sharpei,itis1
Anthus_sylvanus,Anthus_sylvanus,itis1
Apalis_pulchra,Oreolais_pulcher,itis1
Apalis_rufifrons,Urorhipis_rufifrons,itis1
Apalis_ruwenzorii,Oreolais_ruwenzorii,itis1
Aplonis_brunneicapilla,Aplonis_brunneicapillus,itis1
Arses_telescophthalmus,Arses_telescopthalmus,itis1
Automolus_dorsalis,Anabazenops_dorsalis,itis1
Basileuterus_bivittatus,Myiothlypis_bivittata,itis1
Basileuterus_chrysogaster,Myiothlypis_chrysogaster,itis1
Basileuterus_cinereicollis,Myiothlypis_cinereicollis,itis1
Basileuterus_conspicillatus,Myiothlypis_conspicillata,itis1
Basileuterus_coronatus,Myiothlypis_coronata,itis1
Basileuterus_flaveolus,Myiothlypis_flaveola,itis1
Basileuterus_fraseri,Myiothlypis_fraseri,itis1
Basileuterus_fulvicauda,Myiothlypis_fulvicauda,itis1
Basileuterus_griseiceps,Myiothlypis_griseiceps,itis1
Basileuterus_leucoblepharus,Myiothlypis_leucoblephara,itis1
Basileuterus_leucophrys,Myiothlypis_leucophrys,itis1
Basileuterus_luteoviridis,Myiothlypis_luteoviridis,itis1
Basileuterus_nigrocristatus,Myiothlypis_nigrocristata,itis1
Basileuterus_rivularis,Myiothlypis_rivularis,itis1
Basileuterus_signatus,Myiothlypis_signata,itis1
Basilornis_miranda,Basilornis_mirandus,itis1
Bebrornis_rodericanus,Acrocephalus_rodericanus,itis1
Bebrornis_sechellensis,Acrocephalus_sechellensis,itis1
Bias_flammulatus,Megabyas_flammulatus,itis1
Bleda_canicapilla,Bleda_canicapillus,itis1
Bleda_eximia,Bleda_eximius,itis1
Bleda_syndactyla,Bleda_syndactylus,itis1
Brachypteryx_leucophrys,Brachypteryx_leucophris,itis1
Brachypteryx_major,Myiomela_major,itis1
Brachypteryx_stellata,Heteroxenicus_stellatus,itis1
Bradypterus_accentor,Locustella_accentor,itis1
Bradypterus_castaneus,Locustella_castanea,itis1
Bradypterus_caudatus,Locustella_caudata,itis1
Bradypterus_luteoventris,Locustella_luteoventris,itis1
Bradypterus_major,Locustella_major,itis1
Bradypterus_palliseri,Elaphrornis_palliseri,itis1
Bradypterus_seebohmi,Locustella_seebohmi,itis1
Bradypterus_tacsanowskius,Locustella_tacsanowskia,itis1
Bradypterus_thoracicus,Locustella_thoracica,itis1
Bradypterus_victorini,Cryptillas_victorini,itis1
Buarremon_brunneinuchus,Buarremon_brunneinucha,itis1
Burgeranus_carunculatus,Bugeranus_carunculatus,itis1
Burhinus_giganteus,Esacus_magnirostris,itis1
Burhinus_recurvirostris,Esacus_recurvirostris,itis1
Callaeas_cinerea,Callaeas_cinereus,itis1
Calyptocichla_serina,Calyptocichla_serinus,itis1
Camarhynchus_crassirostris,Platyspiza_crassirostris,itis1
