"synonyms","species"
"Petrochelidon_fulva","Petrochelidon_rufocollaris"
"Hirundo_fulva","Petrochelidon_rufocollaris"
"Progne_dominicensis","Progne_cryptoleuca"
"Progne_modesta","Progne_elegans"
"Progne_modesta","Progne_murphyi"
"Progne_dominicensis","Progne_sinaloae"
"Psalidoprocne_holomelaena","Psalidoprocne_pristoptera"
"Hirundo_fuligula","Ptyonoprogne_obsoleta"
"Ptyonoprogne_fuligula","Ptyonoprogne_obsoleta"
"Stelgidopteryx_ruficollis","Stelgidopteryx_serripennis"
"Tachycineta_albilinea","Tachycineta_stolzmanni"
"Hyliota_australis","Hyliota_usambara"
"Hyliota_usambarae","Hyliota_usambara"
"Agelaius_phoeniceus","Agelaius_assimilis"
"Agelaius_oyanopus","Agelasticus_cyanopus"
"Cacicus_uropygialis","Cacicus_microrhynchus"
"Dives_dives","Dives_warczewiczi"
"Icterus_galbula","Icterus_abeillei"
"Icterus_galbula","Icterus_bullockii"
"Icterus_icterus","Icterus_croconotus"
"Icterus_spurius","Icterus_fuertesi"
"Icterus_icterus","Icterus_jamacaii"
"Icterus_dominicensis","Icterus_prosthemelas"
"Icterus_cayanensis","Icterus_pyrrhopterus"
"Icterus_chrysocephalus","Icterus_pyrrhopterus"
"Molothrus_aeneus","Molothrus_armenti"
"Gymnostinops_mexicanus","Quiscalus_mexicanus"
"Quiscalus_quisoula","Quiscalus_quiscula"
"Quiscalus_quiscala","Quiscalus_quiscula"
"Irena_turcosa","Irena_puella"
"Lanius_collurio","Lanius_isabellinus"
"Lanius_excubitor","Lanius_meridionalis"
"Lanius_excubitor","Lanius_pallidirostris"
"Lanius_collurio","Lanius_phoenicuroides"
"Lanius_schach","Lanius_tephronotus"
"Cutia_nipalensis","Cutia_legalleni"
"Garrulax_merulinus","Garrulax_annamensis"
"Garrulax_caerulatus","Garrulax_berthemyi"
"Garrulax_leucolophus","Garrulax_bicolor"
"Garrulax_lugubris","Garrulax_calvus"
"Garrulax_galbanus","Garrulax_courtoisi"
"Garrulax_delesserti","Garrulax_gularis"
"Garrulax_chinensis","Garrulax_nuchalis"
"Garrulax_caerulatus","Garrulax_poecilorhynchus"
"Garrulax_albogularis","Garrulax_ruficeps"
"Garrulax_canorus","Garrulax_taewanus"
"Heterophasia_melanoleuca","Heterophasia_desgodinsi"
"Liocichla_steerii","Liocichla_omeiensis"
"Minla_ignotinota","Minla_ignotincta"
"Garrulax_jerdoni","Trochalopteron_cachinnans"
"Garrulax_erythrocephalus","Trochalopteron_chrysopterum"
"Garrulax_cachinnans","Trochalopteron_fairbanki"
"Garrulax_lineatus","Trochalopteron_imbricatum"
"Garrulax_erythrocephalus","Trochalopteron_melanostigma"
"Garrulax_affinis","Trochalopteron_morrisonianum"
"Garrulax_erythrocephalus","Trochalopteron_peninsulae"
"Turdoides_temicolor","Turdoides_bicolor"
"Turdoides_leucopygius","Turdoides_hartlaubii"
"Turdoides_caudatus","Turdoides_huttoni"
"Turdoides_plebejus","Turdoides_leucocephala"
"Turdoides_striatus","Turdoides_rufescens"
"Turdoides_melanops","Turdoides_sharpei"
"Bradypterus_seebohmi","Amphilais_seebohmi"
"Bradypterus_barratti","Bradypterus_bangwaensis"
"Bradypterus_cinnamomeus","Bradypterus_bangwaensis"
"Bradypterus_barratti","Bradypterus_lopezi"
"Locustella_fasciolata","Locustella_amnicola"
"Bradypterus_thoracicus","Locustella_davidi"
"Lucustella_fluviatilis","Locustella_fluviatilis"
"Bradypterus_thoracicus","Locustella_kashmirensis"
"Locustella_lanceolota","Locustella_lanceolata"
"Locustella_lusoinioides","Locustella_luscinioides"
"Locustella_luscinoides","Locustella_luscinioides"
"Bradypterus_seebohmi","Locustella_mandelli"
"Bradypterus_seebohmi","Locustella_montis"
"Bradypterus_seebohmi","Locustella_timorensis"
"Cinclorhamphus_cruralis","Megalurus_cruralis"
"Megulurus_palustris","Megalurus_palustris"
"Megalurus_punctatus","Megalurus_rufescens"
"Schoenicola_platyura","Schoenicola_brevirostris"
"Sphenoeacus_pycnopygius","Achaetops_pycnopygius"
"Sylvietta_rugescens","Sylvietta_rufescens"
"Laniarius_ferrugineus","Laniarius_aethiopicus"
"Laniarius_ferrugineus","Laniarius_bicolor"
"Laniarius_barbarus","Laniarius_erythrogaster"
"Laniarius_luhderi","Laniarius_luehderi"
"Laniarius_ferrugineus","Laniarius_major"
"Laniarius_ferrugineus","Laniarius_nigerrimus"
"Laniarius_ferrugineus","Laniarius_sublacteus"
"Laniarius_ferrugineus","Laniarius_turatii"
"Malaconotus_blanchoti","Malaconotus_monteiri"
"Amytornis_purnelli","Amytornis_ballarae"
"Amytornis_striatus","Amytornis_merrotsyi"
"Malurus_grayi","Chenorhamphus_campbelli"
"Todopsis_cyanocephala","Malurus_cyanocephalus"
"Toxorahamphus_poliopterus","Toxorhamphus_poliopterus"
"Anthochaera_chrysoptera","Anthochaera_lunulata"
"Anthornis_melanura","Anthornis_melanocephala"
"Meliphaga_frenata","Bolemoreus_frenatus"
"Melipahga_chrysops","Caligavis_chrysops"
"Meliphaga_fasciogularis","Gavicalis_fasciogularis"
"Meliphaga_virescens","Gavicalis_virescens"
"Meliphaga_melanops","Lichenostomus_melanops"
"Lichmera_indistincta","Lichmera_limbata"
"Manorian_melanocephala","Manorina_melanocephala"
"Melidectes_belfordi","Melidectes_foersteri"
"Melidectes_belfordi","Melidectes_rufocrissalis"
"Meliphaga_montana","Meliphaga_albonotata"
"Meliphaga_analoga","Meliphaga_cinereifrons"
"Meliphaga_analoga","Meliphaga_orientalis"
"Myzomela_sanguinolenta","Myzomela_boiei"
"Myzomela_sanguinolenta","Myzomela_caledonica"
"Myzomela_sanguinolenta","Myzomela_chloroptera"
"Myzomela_erythrocephala","Myzomela_dammermani"
"Myzomela_nigrita","Myzomela_pammelaena"
"Myzomela_cardinalis","Myzomela_rubratra"
"Myzomela_sanguinolenta","Myzomela_wakoloensis"
"Meliphaga_leucotis","Nesoptilotis_leucotis"
"Philemon_citreogularis","Philemon_kisserensis"
"Philemon_novaeguineae","Philemon_yorki"
"Ptiloprora_guisei","Ptiloprora_mayri"
"Meliphaga_fusca","Ptilotula_flavescens"
"Meliphaga_fusca","Ptilotula_fusca"
"Meliphaga_ornata","Ptilotula_ornata"
"Meliphaga_penicillata","Ptilotula_penicillata"
"Meliphaga_flava","Stomiopera_flava"
"Meliphaga_unicolor","Stomiopera_unicolor"
"Meliphaga_macleayana","Xanthotis_macleayanus"
"Cinclocerthia_ruficauda","Cinclocerthia_gutturalis"
"Nesomimus_trifasciatus","Mimus_macdonaldi"
"Nesomimus_trifasciatus","Mimus_melanotis"
"Nesomimus_trifasciatus","Mimus_parvulus"
"Mimus_polyglottus","Mimus_polyglottos"
"Toxostoma_curvirostra","Toxostoma_curvirostre"
"Chaetophila_angustipluma","Chaetoptila_angustipluma"
"Mohoua_ochrocephala","Mohoua_albicilla"
"Arses_telescophthalmus","Arses_insularis"
"Monarcha_leucotis","Carterornis_pileatus"
"Monarcha_hebetior","Myiagra_hebetior"
"Pomarea_iphis","Pomarea_fluxa"
"Pomarea_mendozae","Pomarea_nukuhivae"
"Pomarea_nigra","Pomarea_pomarea"
"Monarcha_trivirgatus","Symposiachrus_boanensis"
"Terpsiphone_muttata","Terpsiphone_mutata"
"Tarpsiphone_paradisi","Terpsiphone_paradisi"
"Anthus_novaeseelandiae","Anthus_hoeschi"
"Anthus_vaalensis","Anthus_leucophrys"
"Anthus_spinoletta","Anthus_petrosus"
"Anthus_novaeseelandiae","Anthus_richardi"
"Anthus_spinoletta","Anthus_rubescens"
"Anthus_novaeseelandiae","Anthus_rufulus"
"Macronyx_fullebornii","Macronyx_fuelleborni"
"Motacilla_lugens","Motacilla_alba"
"Erithacus_calliope","Calliope_calliope"
"Erithacus_pectoralis","Calliope_pectoralis"
"Saxicola_bifasciatus","Campicoloides_bifasciatus"
"Cercotrichas_coryphaeus","Cercotrichas_coryphoeus"
"Cercotrichas_minor","Cercotrichas_galactotes"
"Copsychus_malabaricus","Copsychus_albiventris"
"Copsychus_niger","Copsychus_cebuensis"
"Saxicoloides_fulioata","Copsychus_fulicatus"
"Copsychus_saularis","Copsychus_mindanensis"
"Rhinomyias_brunneata","Cyornis_brunneatus"
"Rhinomyias_colonus","Cyornis_colonus"
"Cyornis_omissus","Cyornis_djampeanus"
"Cyornis_rufigastra","Cyornis_djampeanus"
"Niltava_rufystra","Cyornis_djampeanus"
"Cyornis_rubeculoides","Cyornis_glaucicomans"
"Niltava_rubeculoides","Cyornis_glaucicomans"
"Rhinomyias_brunneata","Cyornis_nicobaricus"
"Rhinomyias_olivaceus","Cyornis_olivaceus"
"Rhinomyias_olivacea","Cyornis_olivaceus"
"Niltava_rufystra","Cyornis_omissus"
"Rhinomyias_oscillans","Cyornis_oscillans"
"Niltava_rubeculoides","Cyornis_rubeculoides"
"Rhinomyias_ruficauda","Cyornis_ruficauda"
"Niltava_rufystra","Cyornis_rufigastra"
"Niltava_tiokelliae","Cyornis_tickelliae"
"Rhinomyias_umbratilis","Cyornis_umbratilis"
"Niltava_unicolor","Cyornis_unicolor"
"Rhinomyias_addita","Eumyias_additus"
"Muscioapa_albioaudata","Eumyias_albicaudatus"
"Muscicapa_thalassina","Eumyias_thalassinus"
"Ficedula_bonthaina","Ficedula_crypta"
"Ficedula_bonthaina","Ficedula_disposita"
"Ficedula_hyperytixa","Ficedula_hyperythra"
"Ficedula_hypeleuca","Ficedula_hypoleuca"
"Ficedula_albicollis","Ficedula_semitorquata"
"Ficedula_hypeleuca","Ficedula_speculigera"
"Ficedula_strephiata","Ficedula_strophiata"
"Erithacus_cyane","Larvivora_cyane"
"Erithacus_luscinia","Luscinia_luscinia"
"Erithacus_megarhynchos","Luscinia_megarhynchos"
"Erithacus_svecicus","Luscinia_svecica"
"melamornis_pamrnelaina","Melaenornis_pammelaina"
"Monticola_cinclorhynchus","Monticola_gularis"
"Monticola_imerinus","Monticola_imerina"
"Pseudocossyphus_rufus","Monticola_rufocinereus"
"Monticola_imerinus","Monticola_sharpei"
"Pseudocossyphus_bensoni","Monticola_sharpei"
"Muscicapa_caerulesoens","Muscicapa_caerulescens"
"Muscicapa_griseistiota","Muscicapa_griseisticta"
"Muscicapa_dauurica","Muscicapa_randi"
"Muscicapa_dauurica","Muscicapa_segregata"
"Muscicapa_sethsmithii","Muscicapa_sethsmithi"
"Musoicapa_striata","Muscicapa_striata"
"Brachypteryx_major","Myiomela_albiventris"
"Myiophoneus_caeruleus","Myophonus_caeruleus"
"Myophonus_horsfieldi","Myophonus_horsfieldii"
"Myiophoneus_horsfieldii","Myophonus_horsfieldii"
"Oenanthe_xanthoprymna","Oenanthe_chrysopygia"
"Oenanthe_pleschanka","Oenanthe_cypriaca"
"Oenanthe_lugens","Oenanthe_lugubris"
"Oenanthe_oenanthe","Oenanthe_phillipsi"
"Rhyacornis_fuliginosus","Phoenicurus_fuliginosus"
"Phoenicurus_ochrorus","Phoenicurus_ochruros"
"Saxicola_jerdoni","Saxicola_ferreus"
"Saxicola_torquatus","Saxicola_maurus"
"Saxicola_torquata","Saxicola_maurus"
"Saxicola_torquata","Saxicola_rubicola"
"Saxicola_torquatus","Saxicola_sibilla"
"Saxicola_torquata","Saxicola_sibilla"
"Saxicola_torquatus","Saxicola_stejnegeri"
"Saxicola_torquata","Saxicola_stejnegeri"
"Saxicola_torquata","Saxicola_tectes"
"Erithacus_erythrothorax","Stiphrornis_erythrothorax"
"Erithacus_cyanurus","Tarsiger_cyanurus"
"Erithacus_cyanurus","Tarsiger_rufilatus"
"Thamnolaea_cinnamomeiventri","Thamnolaea_cinnamomeiventris"
"Thamnolaea_cinnamomeiventris","Thamnolaea_coronata"
"Thamnolaea_cinnamomeiventri","Thamnolaea_coronata"
"Rhinomyias_gularis","Vauriella_albigularis"
"Aethopyga_shelleyi","Aethopyga_bella"
"Aethopyga_sipraja","Aethopyga_magnifica"
"Aethopyga_sipraja","Aethopyga_siparaja"
"Aethopyga_sipraja","Aethopyga_vigorsii"
"Anthreptes_rectirostris","Anthreptes_rubritorques"
"Arachnothera_modesta","Arachnothera_everetti"
"Cyanomitra_adelberti","Chalcomitra_adelberti"
"Nectarinia_senegalensis","Chalcomitra_hunteri"
"Cinnyris_souimanga","Cinnyris_abbotti"
"Nectarinia_souimanga","Cinnyris_abbotti"
"Nectarinia_sovimanga","Cinnyris_comorensis"
"Cinnyris_mediocris","Cinnyris_fuelleborni"
"Nectarinia_mediocris","Cinnyris_fuelleborni"
"Cinnyris_shelleyi","Cinnyris_hofmanni"
"Nectarinia_afra","Cinnyris_ludovicensis"
"Nectarinia_chalybea","Cinnyris_manoensis"
"Nectarinia_loveridgei","Cinnyris_moreaui"
"Nectarinia_afra","Cinnyris_prigoginei"
"Cinnyris_preussi","Cinnyris_reichenowi"
"Cinnyris_souimanga","Cinnyris_sovimanga"
"Nectarinia_souimanga","Cinnyris_sovimanga"
"Nectarinia_afra","Cinnyris_stuhlmanni"
"Nectarinia_bifasciata","Cinnyris_tsavoensis"
"Cinnyris_mediocris","Cinnyris_usambaricus"
"Nectarinia_Cyanolaema","Cyanomitra_cyanolaema"
"Cyanomitra_obscura","Cyanomitra_olivacea"
"Anthreptes_platurus","Hedydipna_metallica"
"Leptocoma_sperata","Leptocoma_brasiliana"
"Nectarinia_sericea","Leptocoma_sericea"
"Neositta_chrysoptera","Daphoenositta_chrysoptera"
"Neositta_chrysoptera","Daphoenositta_papuensis"
"Oriolus_xanthonotus","Oriolus_albiloris"
"Oriolus_larvatus","Oriolus_percivali"
"Oriolus_xanthonotus","Oriolus_steerii"
"Oriolus_chinensis","Oriolus_tenuirostris"
"Orioles_xanthornus","Oriolus_xanthornus"
"Pitohui_kirhocephalus","Pitohui_cerviniventris"
"Pitohui_kirhocephalus","Pitohui_uropygialis"
"Turnagra_capensis","Turnagra_tanagra"
"Orthonyx_temminckii","Orthonyx_novaeguineae"
"Pachycephala_grisola","Pachycephala_albiventris"
"Pachycephala_rufiventris","Pachycephala_arctitorquis"
"Pachycephala_pectoralis","Pachycephala_chlorura"
"Pachycephala_pectoralis","Pachycephala_fulvotincta"
"Pachycephala_pectoralis","Pachycephala_graeffii"
"Pachycephala_rufiventris","Pachycephala_griseonota"
"Pachycephala_grisola","Pachycephala_homeyeri"
"Pachycephala_pectoralis","Pachycephala_jacquinoti"
"Pachycephala_griseonota","Pachycephala_johni"
"Pachycephala_rufiventris","Pachycephala_johni"
"Pachycephala_rufiventris","Pachycephala_leucogastra"
"Pachycephala_pectoralis","Pachycephala_macrorhyncha"
"Pachycephala_pectoralis","Pachycephala_melanura"
"Pachycephala_pectoralis","Pachycephala_mentalis"
"Pachycephala_leucogastra","Pachycephala_monacha"
"Pachycephala_rufiventris","Pachycephala_monacha"
"Pachycephala_pectoralis","Pachycephala_vitiensis"
"Astrapia_rothchildi","Astrapia_rothschildi"
"Astrapia_stephaiae","Astrapia_stephaniae"
"Lophornia_superba","Lophorina_superba"
"Paradigalla_carunculata","Paradigalla_brevicauda"
"Paradisea_apoda","Paradisaea_apoda"
"Paradisaea_apoda","Paradisaea_raggiana"
"Paradisea_apoda","Paradisaea_raggiana"
"Pardalotus_substriatus","Pardalotus_striatus"
"Parus_bicolor","Baeolophus_atricristatus"
"Parus_inornatus","Baeolophus_ridgwayi"
"Cyanistes_flavipectus","Cyanistes_cyanus"
"Parus_flavipectus","Cyanistes_cyanus"
"Cyanistes_caeruleus","Cyanistes_teneriffae"
"Parus_caeruleus","Cyanistes_teneriffae"
"Macholophus_holsti","Machlolophus_holsti"
"Parus_afer","Melaniparus_afer"
"Parus_niger","Melaniparus_carpi"
"Parus_afer","Melaniparus_cinerascens"
"Parus_leucomelas","Melaniparus_guineensis"
"Melaniparus_rufiventris","Melaniparus_pallidiventris"
"Parus_afer","Melaniparus_thruppi"
"Parus_bokharensis","Parus_cinereus"
"Parus_major","Parus_cinereus"
"Podoces_humilis","Parus_humilis"
"Parus_bokharensis","Parus_minor"
"Parus_major","Parus_minor"
"Parus_rubidiventris","Periparus_ater"
"Parus_melanolophus","Periparus_ater"
"Parus_ater","Periparus_rubidiventris"
"Parus_rubidiventris","Periparus_rufonuchalis"
"Parus_articapillus","Poecile_atricapillus"
"Poecile_palustris","Poecile_hypermelaenus"
"Parus_palustris","Poecile_hypermelaenus"
"Parus_hypermelaena","Poecile_hypermelaenus"
"Poecile_lugubris","Poecile_hyrcanus"
"Poecile_songara","Poecile_montanus"
"Poecile_montana","Poecile_weigoldicus"
"Poecile_songara","Poecile_weigoldicus"
"Poecile_montanus","Poecile_weigoldicus"
"Basileuterus_hypoleucus","Basileuterus_culicivorus"
"Basileuterus_melanogenys","Basileuterus_ignotus"
"Oporonis_tolmiei","Geothlypis_tolmiei"
"Myioborus_brunniceps","Myioborus_castaneocapilla"
"Basileuterus_chrysogaster","Myiothlypis_chlorophrys"
"Basileuterus_fluvicauda","Myiothlypis_fulvicauda"
"Phaeothlypis_fulvioauda","Myiothlypis_fulvicauda"
"Vermivora_gutturalis","Oreothlypis_gutturalis"
"Seiurus_novaeboracensis","Parkesia_noveboracensis"
"Dendroica_petechia","Setophaga_aestiva"
"Dendroica_aestiva","Setophaga_aestiva"
"Dendroica_erithachorides","Setophaga_aestiva"
"Dendroica_coronata","Setophaga_auduboni"
"Dendroica_auduboni","Setophaga_auduboni"
"Setophaga_coronata","Setophaga_auduboni"
"Dendroica_cerula","Setophaga_cerulea"
"Wilsonia_citrinia","Setophaga_citrina"
"Dendroica_adelaidae","Setophaga_delicata"
"Dendroica_dominica","Setophaga_flavescens"
"Dendroica_coronata","Setophaga_goldmani"
"Setophaga_coronata","Setophaga_goldmani"
"Dendroica_erithachorides","Setophaga_petechia"
"Dendroica_adelaidae","Setophaga_subita"
"Vermivora_leucobronchialis","Vermivora_chrysoptera"
"Petronia_xanthocollis","Gymnoris_pyrgita"
"Passer_iagoensis","Passer_cordofanicus"
"Passer_griseus","Passer_diffusus"
"Passer_domestica","Passer_domesticus"
"Passer_luteus","Passer_euchlorus"
"Passer_griseus","Passer_gongonensis"
"Passer_iagoensis","Passer_hemileucus"
"Passer_hispanolensis","Passer_hispaniolensis"
"Passer_iagoensis","Passer_insularis"
"Passer_hispaniolensis","Passer_italiae"
"Passer_domestica","Passer_italiae"
"Passer_hispanolensis","Passer_italiae"
"Passer_iagoensis","Passer_motitensis"
"Passer_iagoensis","Passer_rufocinctus"
"Passer_iagoensis","Passer_shelleyi"
"Passer_griseus","Passer_suahelicus"
"Passer_griseus","Passer_swainsonii"
"Alcippe_morrisonia","Alcippe_davidi"
"Alcippe_brunnea","Alcippe_dubia"
"Alcippe_morrisonia","Alcippe_fratercula"
"Alcippe_peracensis","Alcippe_grotei"
"Alcippe_morrisonia","Alcippe_hueti"
"Alcippe_castaneceps","Alcippe_klossi"
"Gampsorhynchus_rufulus","Gampsorhynchus_torquatus"
"Trichastoma_oleaveri","Illadopsis_cleaveri"
"Trichastoma_fulvesoens","Illadopsis_fulvescens"
"Illadopsis_pyrrhopterum","Illadopsis_pyrrhoptera"
"Trichastoma_rufipenne","Illadopsis_rufipennis"
"Trichastoma_abbotti","Malacocincla_abbotti"
"Rimator_malacoptilus","Rimator_albostriatus"
"Rimator_malacoptilus","Rimator_pasquieri"
"Amalocichla_incertae","Amalocichla_incerta"
"Eopsaltria_australis","Eopsaltria_griseogularis"
"Microeca_leucophaea","Microeca_fascinans"
"Poecilodryas_superciliosa","Poecilodryas_cerviniventris"
"Tregellasla_leucops","Tregellasia_leucops"
"Phyllosoopus_bonelli","Phylloscopus_borealis"
"Phylloscopus_collybita","Phylloscopus_canariensis"
"Phylloscopus_proregulus","Phylloscopus_chloronotus"
"Phylloscopus_borealis","Phylloscopus_examinandus"
"Phyllosoopus_bonelli","Phylloscopus_examinandus"
"Phylloscopus_proregulus","Phylloscopus_forresti"
"Phylloscopus_fuscatus","Phylloscopus_fuligiventer"
"Phylloscopus_inornatus","Phylloscopus_humei"
"Phylloscopus_collybita","Phylloscopus_ibericus"
"Seicercus_albogularis","Phylloscopus_maforensis"
"Phylloscopus_trivirgata","Phylloscopus_nigrorum"
"Phylloscopus_trochiloides","Phylloscopus_nitidus"
"Phylloscopus_bonelli","Phylloscopus_orientalis"
"Phylloscopus_affinis","Phylloscopus_subaffinis"
"Phylloscopus_trivirgata","Phylloscopus_trivirgatus"
"Phyllosoopus_bonelli","Phylloscopus_xanthodryas"
"Seicercus_burkii","Seicercus_tephrocephalus"
"Seicercus_burkii","Seicercus_valentini"
"Seicercus_burkii","Seicercus_whistleri"
"Picathartes_gymnooephalus","Picathartes_gymnocephalus"
"Chiroxiphia_pareola","Chiroxiphia_boliviana"
"Manacus_manucus","Manacus_aurantiacus"
"Manacus_manacus","Manacus_aurantiacus"
"Manacus_manucus","Manacus_candei"
"Manacus_manacus","Manacus_candei"
"Manacus_manucus","Manacus_vitellinus"
"Manacus_manacus","Manacus_vitellinus"
"Neopelma_aurifrons","Neopelma_chrysolophum"
"Pitta_arquata","Erythropitta_arquata"
"Pitta_erythrogaster","Erythropitta_erythrogaster"
"Pitta_granatina","Erythropitta_granatina"
"Pitta_kochi","Erythropitta_kochi"
"Pitta_granatina","Erythropitta_ussheri"
"Pitta_venusta","Erythropitta_ussheri"
"Pitta_venusta","Erythropitta_venusta"
"Pitta_baudii","Hydrornis_baudii"
"Pitta_caerulea","Hydrornis_caeruleus"
"Pitta_cyanea","Hydrornis_cyaneus"
"Pitta_guajana","Hydrornis_guajanus"
"Pitta_gurneyi","Hydrornis_gurneyi"
"Pitta_guajana","Hydrornis_irena"
"Pitta_nipalensis","Hydrornis_nipalensis"
"Pitta_oatesi","Hydrornis_oatesi"
"Pitta_guajana","Hydrornis_schwaneri"
"Pitta_soror","Hydrornis_soror"
"Pitta_versicolor","Pitta_elegans"
"Pitta_versicolor","Pitta_iris"
"Pitta_moluccensis","Pitta_megarhyncha"
"Pitta_angolensis","Pitta_reichenowi"
"Batis_mixta","Batis_reichenowi"
"Platysteira_oastanea","Platysteira_castanea"
"Platysteira_oastanea","Platysteira_hormophora"
"Bubalornis_albirostris","Bubalornis_niger"
"Euplectes_orix","Euplectes_franciscanus"
"Euplectes_hartlaubi","Euplectes_psammacromius"
"Foudia_eminentissima","Foudia_aldabrana"
"Foudia_eminentissima","Foudia_omissa"
"Ploceus_velatus","Ploceus_katangae"
"Ploceus_olivaceiceps","Ploceus_nicolli"
"Ploceus_velatus","Ploceus_reichardi"
"Ploceus_capensis","Ploceus_temporalis"
"Ploceus_velatus","Ploceus_vitellinus"
"Pyropyga_albiventer","Pnoepyga_albiventer"
"Pnoepyga_albiventer","Pnoepyga_formosana"
"Pnoepyga_pusilla","Pnoepyga_formosana"
"Pyropyga_albiventer","Pnoepyga_formosana"
"Polioptila_melanura","Polioptila_californica"
"Polioptila_albiloris","Polioptila_nigriceps"
"Prionops_plumata","Prionops_plumatus"
"Prionops_caniceps","Prionops_rufiventris"
"Prunella_ocularis","Prunella_fagani"
"Cinclosoma_cinnamomeum","Cinclosoma_castaneothorax"
"Cinclosoma_cinnamomeum","Cinclosoma_marginatum"
"Ailuroedus_crassirostris","Ailuroedus_melanotis"
"Chlamydera_maculata","Chlamydera_guttata"
"Sericulus_chrysooephalus","Sericulus_chrysocephalus"
"Criniger_bres","Alophoixus_bres"
"Criniger_flaveolus","Alophoixus_flaveolus"
"Criniger_bres","Alophoixus_frater"
"Andropadus_nigriceps","Arizelocichla_chlorigula"
"Andropadus_nigriceps","Arizelocichla_kakamegae"
"Bleda_eximia","Bleda_notatus"
"Criniger_barbatus","Criniger_chloronotus"
"Pycnonotus_latirostris","Eurillas_latirostris"
"Pycnonotus_virens","Eurillas_virens"
"Hypsipetes_flavala","Hemixos_castanonotus"
"Hypsipetes_flavala","Hemixos_cinereus"
"Hypsipetes_flavala","Hemixos_flavala"
"Hypsipetes_madagascariensis","Hypsipetes_ganeesa"
"Hypsipetes_philippinus","Hypsipetes_guimarasensis"
"Hypsipetes_madagascariensis","Hypsipetes_leucocephalus"
"Hypsipetes_philippinus","Hypsipetes_mindorensis"
"Hypsipetes_madagascariensis","Hypsipetes_moheliensis"
"Hypsipetes_borbonicus","Hypsipetes_olivaceus"
"Hypsipetes_madagascariensis","Hypsipetes_parvirostris"
"Ixos_philippinus","Hypsipetes_rufigularis"
"Hypsipetes_philippinus","Hypsipetes_rufigularis"
"Phyllastrephus_fischeri","Phyllastrephus_cabanisi"
"Phyllastrephus_fischeri","Phyllastrephus_placidus"
"Pycnonotus_jocusus","Pycnonotus_jocosus"
"Pycnontus_jocosus","Pycnonotus_jocosus"
"Pycnonotus_leucogenys","Pycnonotus_leucotis"
"Regulus_ignicapillus","Regulus_madeirensis"
"Regulus_ignicapillus","Regulus_regulus"
"Pholidornis_flaviceps","Auriparus_flaviceps"
"Auriparis_flaviceps","Auriparus_flaviceps"
"Remiz_pendulinus","Remiz_consobrinus"
"Remiz_pendulinus","Remiz_coronatus"
"Remiz_pendulinus","Remiz_macronyx"
"Scytalopus_magellanicus","Scytalopus_acutirostris"
"Scytalopus_magellanicus","Scytalopus_affinis"
"Scytalopus_magellanicus","Scytalopus_altirostris"
"Scytalopus_femoralis","Scytalopus_atratus"
"Scytalopus_femoralis","Scytalopus_bolivianus"
"Scytalopus_magellanicus","Scytalopus_canus"
"Scytalopus_latebricola","Scytalopus_caracae"
"Scytalopus_magellanicus","Scytalopus_fuscus"
"Scytalopus_magellanicus","Scytalopus_griseicollis"
"Scytalopus_unicolor","Scytalopus_latrans"
"Scytalopus_latebricola","Scytalopus_meridanus"
"Scytalopus_magellanicus","Scytalopus_meridanus"
"Scytalopus_femoralis","Scytalopus_micropterus"
"Scytalopus_canus","Scytalopus_opacus"
"Scytalopus_magellanicus","Scytalopus_opacus"
"Scytalopus_unicolor","Scytalopus_parvirostris"
"Scytalopus_femoralis","Scytalopus_sanctaemartae"
"Scytalopus_magellanicus","Scytalopus_simonsi"
"Scytalopus_latebricola","Scytalopus_spillmanni"
"Scytalopus_magellanicus","Scytalopus_superciliaris"
"Scytalopus_magellanicus","Scytalopus_urubambae"
"Scytalopus_panamensis","Scytalopus_vicinior"
"Scytalopus_magellanicus","Scytalopus_zimmeri"
"Rhipidura_rufiventris","Rhipidura_diluta"
"Rhipidura_rufiventris","Rhipidura_fuscorufa"
"Rhipidura_fuliginosa","Rhipidura_phasiana"
"Rhipidura_rufifrons","Rhipidura_semirubra"
"Scostocerca_inquieta","Scotocerca_inquieta"
"Sitta_castanea","Sitta_cashmirensis"
"Sitta_europaea","Sitta_nagaensis"
"Sitta_frontalis","Sitta_oenochlamys"
"Culioioapa_ceylonensis","Culicicapa_ceylonensis"
"Elminia_albonotatus","Elminia_albonotata"
"Acridotheres_fuscus","Acridotheres_cinereus"
"Sturnia_sturnina","Agropsar_sturninus"
"Sturnus_nigrioollis","Gracupica_nigricollis"
"Spreo_hildebrandti","Lamprotornis_hildebrandti"
"Spreo_hildebrandti","Lamprotornis_shelleyi"
"Spreo_unicolor","Lamprotornis_unicolor"
"Onychognathus_aibirastris","Onychognathus_albirostris"
"Pholia_sharpii","Poeoptera_sharpii"
"Rhabdornis_inornatus","Rhabdornis_grandis"
"Sturnia_malabarica","Sturnia_blythii"
"Temenuchus_pagodarum","Sturnia_pagodarum"
"Sturnus_senex","Sturnornis_albofrontatus"
"Sturnus_Vulgaris","Sturnus_vulgaris"
"Chamaea_fasoiata","Chamaea_fasciata"
"Alcippe_cinereiceps","Fulvetta_formosana"
"Alcippe_cinereiceps","Fulvetta_ludlowi"
"Alcippe_cinereiceps","Fulvetta_manipurensis"
"Alcippe_abyssinica","Pseudoalcippe_abyssinica"
